timestamp,action,symbol,deal_id,direction,price,qty,notional,so_count,pnl,regime
2026-02-15T13:45:36.348658+00:00,TP_HIT,HYPEUSDT,63,SHORT,30.809,1.29,39.74,0,0.38,ACCUMULATION,5:12:28,0.697,1.51,0.4373,Tight TP (0.7%) + 1 SO(s) with Tight dev (1.5%) in accumulation market
2026-02-15T13:45:40.350330+00:00,OPEN,HYPEUSDT,64,SHORT,30.800,0.43,13.24,0,0.00,ACCUMULATION,,,,,
2026-02-15T18:58:02.799415+00:00,TP_HIT,HYPEUSDT,64,SHORT,30.586,0.43,13.15,0,0.09,ACCUMULATION,5:12:24,0.732,1.22,0.4592,Tight TP (0.7%) hit with no SOs — clean entry in accumulation market
2026-02-15T18:58:07.472935+00:00,OPEN,HYPEUSDT,65,SHORT,30.569,0.43,13.14,0,0.00,ACCUMULATION,,,,,
2026-02-15T21:45:10.538278+00:00,TP_HIT,HYPEUSDT,65,SHORT,30.386,0.43,13.07,0,0.08,TRENDING,2:47:05,0.6,1.2,0.2652,Tight TP (0.6%) hit with no SOs — clean entry in trending market
2026-02-15T21:45:15.640101+00:00,OPEN,HYPEUSDT,66,SHORT,30.395,0.43,13.07,0,0.00,TRENDING,,,,,
2026-02-16T01:21:43.241521+00:00,TP_HIT,HYPEUSDT,66,SHORT,30.213,0.43,12.99,0,0.08,MILD_TREND,3:36:30,0.625,1.2,0.3173,Tight TP (0.6%) hit with no SOs — clean entry in mild trend market
2026-02-16T01:21:47.446576+00:00,OPEN,HYPEUSDT,67,SHORT,30.223,0.43,13.00,0,0.00,MILD_TREND,,,,,
2026-02-16T02:55:55.432942+00:00,TP_HIT,HYPEUSDT,67,SHORT,30.042,0.43,12.92,0,0.08,ACCUMULATION,1:34:10,0.6,1.2,0.2847,Tight TP (0.6%) hit with no SOs — clean entry in accumulation market
2026-02-16T02:56:00.520334+00:00,OPEN,HYPEUSDT,68,SHORT,30.033,0.43,12.91,0,0.00,ACCUMULATION,,,,,
2026-02-16T05:03:00.104256+00:00,TP_HIT,HYPEUSDT,68,SHORT,29.853,0.43,12.84,0,0.08,EXTREME,2:07:01,0.6,1.2,0.2487,Tight TP (0.6%) hit with no SOs — clean entry in extreme market
2026-02-16T05:05:36.247746+00:00,OPEN,HYPEUSDT,69,SHORT,29.881,0.44,13.15,0,0.00,MILD_TREND,,,,,
2026-02-16T05:15:28.054020+00:00,TP_HIT,HYPEUSDT,69,SHORT,29.702,0.44,13.07,0,0.08,MILD_TREND,0:09:54,0.6,1.2,0.2911,Tight TP (0.6%) hit with no SOs — clean entry in mild trend market
2026-02-16T05:15:33.719703+00:00,OPEN,HYPEUSDT,70,SHORT,29.675,0.44,13.06,0,0.00,MILD_TREND,,,,,
2026-02-16T12:05:06.710889+00:00,SO_FILL,HYPEUSDT,70,SHORT,30.044,0.87,26.14,1,0.00,RANGING,,,,,
2026-02-16T13:02:43.549590+00:00,SO_FILL,HYPEUSDT,70,SHORT,30.517,1.73,52.79,2,0.00,MILD_TREND,,,,,
2026-02-16T15:25:07.010558+00:00,TP_HIT,HYPEUSDT,70,SHORT,30.059,3.04,91.38,0,0.61,RANGING,10:09:35,0.699,1.2,0.4386,Tight TP (0.7%) + 2 SO(s) with Tight dev (1.2%) in ranging market
2026-02-16T15:25:11.905248+00:00,OPEN,HYPEUSDT,71,SHORT,30.053,0.44,13.22,0,0.00,RANGING,,,,,
2026-02-16T15:31:35.094580+00:00,TP_HIT,HYPEUSDT,71,SHORT,29.843,0.44,13.13,0,0.09,ACCUMULATION,0:06:25,0.706,1.2,0.4427,Tight TP (0.7%) hit with no SOs — clean entry in accumulation market
2026-02-16T15:31:40.267126+00:00,OPEN,HYPEUSDT,72,SHORT,29.800,0.44,13.11,0,0.00,ACCUMULATION,,,,,
2026-02-16T20:57:15.609448+00:00,SO_FILL,HYPEUSDT,72,SHORT,30.275,0.87,26.34,1,0.00,TRENDING,,,,,
2026-02-16T22:00:39.532778+00:00,SO_FILL,HYPEUSDT,72,SHORT,30.607,1.74,53.26,2,0.00,DISTRIBUTION,,,,,
2026-02-16T23:22:37.096481+00:00,SO_FILL,HYPEUSDT,72,SHORT,30.873,3.44,106.20,3,0.00,DISTRIBUTION,,,,,
2026-02-17T00:05:13.079928+00:00,TP_HIT,HYPEUSDT,59,LONG,31.378,2.99,93.82,0,0.56,MILD_TREND,"1 day, 18:46:32",0.71,1.239,0.3604,Tight TP (0.7%) + 2 SO(s) with Tight dev (1.2%) in mild trend market
2026-02-17T00:05:18.532312+00:00,OPEN,HYPEUSDT,73,LONG,31.334,0.42,13.16,0,0.00,MILD_TREND,,,,,
2026-02-17T02:04:28.650190+00:00,SO_FILL,HYPEUSDT,73,LONG,30.939,0.86,26.61,1,0.00,RANGING,,,,,
2026-02-17T05:09:24.935253+00:00,SO_FILL,HYPEUSDT,73,LONG,30.582,1.75,53.52,2,0.00,RANGING,,,,,
2026-02-17T05:15:14.090151+00:00,TP_HIT,HYPEUSDT,72,SHORT,30.465,6.49,197.72,0,1.19,RANGING,13:43:35,0.6,1.2,0.3099,Deep DCA (3 SOs) with Tight dev (1.2%) recovered via Tight TP (0.6%) in ranging market
2026-02-17T05:15:18.185929+00:00,OPEN,HYPEUSDT,74,SHORT,30.490,0.44,13.42,0,0.00,RANGING,,,,,
2026-02-17T05:34:32.101702+00:00,TP_HIT,HYPEUSDT,74,SHORT,30.270,0.44,13.32,0,0.10,MILD_TREND,0:19:16,0.694,1.211,0.3524,Tight TP (0.7%) hit with no SOs — clean entry in mild trend market
2026-02-17T05:34:37.528945+00:00,OPEN,HYPEUSDT,75,SHORT,30.291,0.44,13.33,0,0.00,MILD_TREND,,,,,
2026-02-17T07:47:30.048985+00:00,TP_HIT,HYPEUSDT,75,SHORT,30.109,0.44,13.25,0,0.08,ACCUMULATION,2:12:55,0.6,1.2,0.232,Tight TP (0.6%) hit with no SOs — clean entry in accumulation market
2026-02-17T07:47:35.176705+00:00,OPEN,HYPEUSDT,76,SHORT,30.063,0.44,13.23,0,0.00,ACCUMULATION,,,,,
2026-02-17T08:41:15.992799+00:00,TP_HIT,HYPEUSDT,76,SHORT,29.883,0.44,13.15,0,0.08,RANGING,0:53:43,0.6,1.2,0.3426,Tight TP (0.6%) hit with no SOs — clean entry in ranging market
2026-02-17T08:41:21.497403+00:00,OPEN,HYPEUSDT,77,SHORT,29.841,0.44,13.13,0,0.00,RANGING,,,,,
2026-02-17T14:05:40.272726+00:00,SO_FILL,HYPEUSDT,73,LONG,29.741,3.50,104.09,3,0.00,ACCUMULATION,,,,,
2026-02-17T14:42:58.729892+00:00,TP_HIT,HYPEUSDT,77,SHORT,29.543,0.44,13.00,0,0.13,MILD_TREND,6:01:40,1.0,1.5,0.3275,Normal TP (1.0%) hit with no SOs — clean entry in mild trend market
2026-02-17T14:43:04.788888+00:00,OPEN,HYPEUSDT,78,SHORT,29.523,0.44,12.99,0,0.00,MILD_TREND,,,,,
2026-02-17T14:47:52.764367+00:00,TP_HIT,HYPEUSDT,78,SHORT,29.228,0.44,12.86,0,0.13,TRENDING,0:04:50,1.0,1.663,0.4092,Normal TP (1.0%) hit with no SOs — clean entry in trending market
2026-02-17T14:47:59.164696+00:00,OPEN,HYPEUSDT,79,SHORT,29.154,0.44,12.83,0,0.00,TRENDING,,,,,
2026-02-17T15:51:53.874270+00:00,SO_FILL,HYPEUSDT,79,SHORT,29.591,0.88,26.04,1,0.00,ACCUMULATION,,,,,
2026-02-17T16:37:00.195145+00:00,SO_FILL,HYPEUSDT,79,SHORT,30.033,1.75,52.56,2,0.00,ACCUMULATION,,,,,
2026-02-17T17:33:21.943197+00:00,TP_HIT,HYPEUSDT,79,SHORT,29.483,3.07,90.51,0,0.91,MILD_TREND,2:45:25,1.0,1.71,0.4974,Normal TP (1.0%) + 2 SO(s) with Tight dev (1.7%) in mild trend market
2026-02-17T17:33:26.197331+00:00,OPEN,HYPEUSDT,80,SHORT,29.489,0.44,12.98,0,0.00,MILD_TREND,,,,,
2026-02-18T00:52:44.161904+00:00,TP_HIT,HYPEUSDT,80,SHORT,29.194,0.44,12.85,0,0.13,RANGING,7:19:20,1.0,1.5,0.297,Normal TP (1.0%) hit with no SOs — clean entry in ranging market
2026-02-18T00:52:50.244378+00:00,OPEN,HYPEUSDT,81,SHORT,29.189,0.45,13.14,0,0.00,RANGING,,,,,
2026-02-18T01:31:55.300837+00:00,TP_HIT,HYPEUSDT,81,SHORT,28.897,0.45,13.00,0,0.13,TRENDING,0:39:07,1.0,1.5,0.2546,Normal TP (1.0%) hit with no SOs — clean entry in trending market
2026-02-18T01:32:00.441633+00:00,OPEN,HYPEUSDT,82,SHORT,28.903,0.45,13.01,0,0.00,TRENDING,,,,,
2026-02-18T03:23:03.391681+00:00,SO_FILL,HYPEUSDT,82,SHORT,29.337,0.88,25.82,1,0.00,MILD_TREND,,,,,
2026-02-18T11:08:49.446061+00:00,TP_HIT,HYPEUSDT,82,SHORT,28.898,1.33,38.43,0,0.39,TRENDING,9:36:51,1.0,1.5,0.3444,Normal TP (1.0%) + 1 SO(s) with Tight dev (1.5%) in trending market
2026-02-18T11:08:55.090242+00:00,OPEN,HYPEUSDT,83,SHORT,28.853,0.45,12.98,0,0.00,TRENDING,,,,,
2026-02-18T13:29:04.830028+00:00,SO_FILL,HYPEUSDT,83,SHORT,29.286,0.89,26.06,1,0.00,TRENDING,,,,,
2026-02-18T14:35:07.836377+00:00,TP_HIT,HYPEUSDT,83,SHORT,28.727,1.34,38.49,0,0.55,TRENDING,3:26:15,1.253,2.263,0.557,Normal TP (1.3%) + 1 SO(s) with Normal dev (2.3%) in trending market
2026-02-18T14:35:14.589787+00:00,OPEN,HYPEUSDT,84,SHORT,28.650,0.45,12.89,0,0.00,TRENDING,,,,,
